abate	-	0.698702096939
abdicate	-	0.741250038147
aberrant	-	0.578840017319
abeyance	-	0.601278781891
abject	-	0.758348941803
abjure	-	0.645687103271
abscission	-	0.713721990585
abscond	-	0.681791067123
abstemious	-	0.553139925003
abstinence	-	0.638711929321
abysmal	-	0.528213977814
accretion	-	0.549715042114
accrue	-	0.508886098862
adamant	-	0.536352872849
adjunct	-	0.570638895035
admonish	-	0.51220703125
adulterate	-	0.46138215065
aesthetic	-	0.519986152649
affected	-	0.517818927765
affinity	-	0.692351102829
aggrandize	-	0.724884986877
aggregate	-	0.523082971573
alacrity	-	0.614518880844
alchemy	-	0.518520832062
allay	-	0.522352933884
alleviate	-	0.610995054245
alloy	-	0.520612001419
allure	-	0.538535118103
amalgamate	-	0.591202020645
ambiguous	-	0.51217508316
ambivalence	-	0.582276105881
ambrosia	-	0.541604995728
ameliorate	-	0.607259988785
amenable	-	0.597882032394
amenity	-	0.567641973495
amulet	-	0.55331993103
anachronism	-	0.550603151321
analgesic	-	0.507750988007
analogous	-	0.505554914474
anarchy	-	0.560486078262
anodyne	-	0.515959978104
anomalous	-	0.520666122437
antecedent	-	0.57314491272
antediluvian	-	0.514819860458
antipathy	-	0.543174982071
apathy	-	0.524817943573
apex	-	0.568958997726
apogee	-	0.572329998016
apothegm	-	0.657129049301
appease	-	0.52340221405
appellation	-	0.53250002861
apposite	-	0.556485891342
apprise	-	0.572457075119
approbation	-	0.538600921631
appropriate	-	0.510139942169
apropos	-	0.496526002884
arabesque	-	0.553250074387
archeology	-	0.537949085236
ardor	-	0.569669008255
arduous	-	0.520540952682
argot	-	0.512759923935
arrest	-	0.528740882874
artifact	-	0.590492963791
artless	-	0.540865898132
ascetic	-	0.506918907166
asperity	-	0.516088962555
aspersion	-	0.591331005096
assiduous	-	0.544934988022
assuage	-	0.524577856064
astringent	-	0.520100831985
asylum	-	0.562008857727
atavism	-	0.524583101273
attenuate	-	0.487915039062
audacious	-	0.52942609787
austere	-	0.503154993057
autonomous	-	0.498663902283
avarice	-	0.537785053253
aver	-	0.539295911789
avocation	-	0.54101395607
avuncular	-	0.515499830246
axiomatic	-	0.506662130356
bacchanalian	-	0.58438706398
banal	-	0.668532848358
banter	-	0.515646934509
bard	-	0.54451584816
bawdy	-	0.530727863312
beatify	-	0.529891014099
bedizen	-	0.669558048248
behemoth	-	0.584653139114
belie	-	0.516360044479
beneficent	-	0.535895109177
bifurcate	-	0.584921836853
blandishment	-	0.550258874893
blasé	-	bolster	-	0.603807926178
bombastic	-	0.579370975494
boorish	-	0.505109071732
bovine	-	0.533899784088
brazen	-	0.66943192482
broach	-	0.532063007355
bucolic	-	0.530761003494
burgeon	-	0.590885162354
burnish	-	0.637237071991
buttress	-	0.517978906631
cacophonous	-	0.582093954086
cadge	-	0.528048038483
callous	-	0.585968971252
calumny	-	0.561063051224
canard	-	0.597087860107
canon	-	0.489384174347
cant	-	0.58674621582
cantankerous	-	0.825117826462
capricious	-	0.677550077438
captious	-	0.95990395546
cardinal	-	0.686307907104
carnal	-	0.947490930557
carping	-	0.688389062881
cartography	-	0.800338029861
caste	-	0.513990879059
castigation	-	0.520161867142
cataclysm	-	0.587285041809
catalyst	-	0.59760594368
categorical	-	0.50083899498
caucus	-	0.544068098068
causal	-	0.548122167587
caustic	-	0.505099058151
celestial	-	0.534463167191
centrifugal	-	0.595057010651
centripetal	-	0.603604793549
champion	-	0.793733119965
chasten	-	0.494812965393
chicanery	-	0.564555883408
chivalry	-	0.585717201233
churlish	-	0.541903972626
circuitous	-	0.506901025772
clairvoyant	-	0.774728059769
clamor	-	0.537605047226
clique	-	0.492644071579
cloister	-	0.557051897049
coagulate	-	0.506173849106
coalesce	-	0.519634962082
coda	-	0.56995511055
codify	-	0.519265890121
cognizant	-	0.511599779129
collage	-	0.618149995804
commensurate	-	0.523713827133
compendium	-	0.541898012161
complacent	-	0.556043863297
complaisant	-	0.53197312355
